HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
HGNC:18266	NM_152565	NP_689778	ENST00000285393	ATP6V0D2	245972	ENSG00000147614
HGNC:26011	NM_001099754	NP_001093224	ENST00000276646	SYBU	55638	ENSG00000147642
HGNC:3013	NM_001385	NP_001376	ENST00000351513	DPYS	1807	ENSG00000147647
HGNC:29608	NM_178812	NP_848927	ENST00000336273	MTDH	92140	ENSG00000147649
HGNC:3123	NM_004215	NP_004206	ENST00000337573	EBAG9	9166	ENSG00000147654
HGNC:28583	NM_178565	NP_848660	ENST00000276659	RSPO2	340419	ENSG00000147655
HGNC:9198	NM_005034	NP_005025	ENST00000353107	POLR2K	5440	ENSG00000147669
HGNC:13634	NM_052886	NP_443118	ENST00000614891	MAL2	114569	ENSG00000147676
HGNC:3273	NM_003756	NP_003747	ENST00000521861	EIF3H	8667	ENSG00000147677
HGNC:28224	NM_032334	NP_115710	ENST00000309822	UTP23	84294	ENSG00000147679
HGNC:7704	NM_005005	NP_004996	ENST00000276689	NDUFB9	4715	ENSG00000147684
HGNC:24220	NM_032026	NP_114415	ENST00000276692	TATDN1	83940	ENSG00000147687
HGNC:7151	NM_031415	NP_113603	ENST00000276708	GSDMC	56169	ENSG00000147697
HGNC:30450	NM_145201	NP_660202	ENST00000449291	NAPRT	93100	ENSG00000147813
HGNC:12698	NM_003383	NP_003374	ENST00000382100	VLDLR	7436	ENSG00000147852
HGNC:17376	NM_016282	NP_057366	ENST00000381809	AK3	50808	ENSG00000147853
HGNC:12557	NM_152896	NP_690856	ENST00000276893	UHRF2	115426	ENSG00000147854
HGNC:7785	NM_001190737	NP_001177666	ENST00000380953	NFIB	4781	ENSG00000147862
HGNC:248	NM_001122	NP_001113	ENST00000276914	PLIN2	123	ENSG00000147872
HGNC:25948	NM_017645	NP_060115	ENST00000380502	HAUS6	54801	ENSG00000147874
HGNC:1788	NM_004936	NP_004927	ENST00000276925	CDKN2B	1030	ENSG00000147883
HGNC:13589	NM_012166	NP_036298	ENST00000432825	FBXO10	26267	ENSG00000147912
HGNC:8157	NM_005866	NP_005857	ENST00000277010	SIGMAR1	10280	ENSG00000147955
HGNC:31367	NM_001001551	NP_001001551	ENST00000376419	IDNK	414328	ENSG00000148057
HGNC:18181	NM_016848	NP_058544	ENST00000375835	SHC3	53358	ENSG00000148082
HGNC:23376	NM_032558	NP_115947	ENST00000375344	MFSD14B	84641	ENSG00000148110
HGNC:21684	NM_021224	NP_067047	ENST00000277225	ZNF462	58499	ENSG00000148143
HGNC:24994	NM_021218	NP_067041	ENST00000374242	INIP	58493	ENSG00000148153
HGNC:12524	NM_003358	NP_003349	ENST00000374279	UGCG	7357	ENSG00000148154
HGNC:23685	NM_001012994	NP_001013012	ENST00000374232	SNX30	401548	ENSG00000148158
HGNC:3383	NM_004099	NP_004090	ENST00000286713	STOM	2040	ENSG00000148175
HGNC:7234	NM_138777	NP_620132	ENST00000344641	MRRF	92399	ENSG00000148187
HGNC:7985	NM_033334	NP_201591	ENST00000487099	NR6A1	2649	ENSG00000148200
HGNC:18688	NM_173689	NP_775960	ENST00000373631	CRB2	286204	ENSG00000148204
HGNC:395	NM_000031	NP_000022	ENST00000409155	ALAD	210	ENSG00000148218
HGNC:21421	NM_001012361	NP_001012361	ENST00000374193	WDR31	114987	ENSG00000148225
HGNC:13546	NM_017443	NP_059139	ENST00000374171	POLE3	54107	ENSG00000148229
HGNC:11476	NM_033161	NP_149351	ENST00000371989	SURF4	6836	ENSG00000148248
HGNC:20460	NM_021996	NP_068836	ENST00000372040	GBGT1	26301	ENSG00000148288
HGNC:11474	NM_003172	NP_003163	ENST00000371974	SURF1	6834	ENSG00000148290
HGNC:11475	NM_017503	NP_059973	ENST00000371964	SURF2	6835	ENSG00000148291
HGNC:11478	NM_006753	NP_006744	ENST00000372022	SURF6	6838	ENSG00000148296
HGNC:11477	NM_133640	NP_598395	ENST00000343730	MED22	6837	ENSG00000148297
HGNC:12820	NM_020385	NP_065118	ENST00000371942	REXO4	57109	ENSG00000148300
HGNC:10364	NM_000972	NP_000963	ENST00000323345	RPL7A	6130	ENSG00000148303
HGNC:17181	NM_017873	NP_060343	ENST00000277458	ASB6	140459	ENSG00000148331
HGNC:17822	NM_025072	NP_079348	ENST00000338961	PTGES2	80142	ENSG00000148334
HGNC:16744	NM_001131016	NP_001124488	ENST00000372938	CIZ1	25792	ENSG00000148337
HGNC:9599	NM_004878	NP_004869	ENST00000340607	PTGES	9536	ENSG00000148344
HGNC:6526	NM_005564	NP_005555	ENST00000277480	LCN2	3934	ENSG00000148346
HGNC:27849	NM_183241	NP_899064	ENST00000371620	PAXX	286257	ENSG00000148362
HGNC:21474	NM_019892	NP_063945	ENST00000371712	INPP5E	56623	ENSG00000148384
HGNC:25199	NM_138778	NP_620133	ENST00000277540	DPH7	92715	ENSG00000148399
HGNC:7881	NM_017617	NP_060087	ENST00000651671	NOTCH1	4851	ENSG00000148400
HGNC:1389	NM_000718	NP_000709	ENST00000371372	CACNA1B	774	ENSG00000148408
HGNC:23846	NM_144653	NP_653254	ENST00000277554	NACC2	138151	ENSG00000148411
HGNC:23728	NM_153256	NP_694988	ENST00000277570	PROSER2	254427	ENSG00000148426
HGNC:23332	NM_012071	NP_036203	ENST00000376836	COMMD3	23412	ENSG00000148444
HGNC:17061	NM_012228	NP_036360	ENST00000376510	MSRB2	22921	ENSG00000148450
HGNC:17759	NM_014317	NP_055132	ENST00000376215	PDSS1	23590	ENSG00000148459
HGNC:23522	NM_001010924	NP_001010924	ENST00000378116	FAM171A1	221061	ENSG00000148468
HGNC:23578	NM_024948	NP_079224	ENST00000277632	MINDY3	80013	ENSG00000148481
HGNC:23473	NM_001098844	NP_001092314	ENST00000377495	TMEM236	653567	ENSG00000148483
HGNC:10464	NM_012425	NP_036557	ENST00000345264	RSU1	6251	ENSG00000148484
HGNC:23317	NM_001004470	NP_001004470	ENST00000377602	ST8SIA6	338596	ENSG00000148488
HGNC:16051	NM_001184785	NP_001171714	ENST00000374788	PARD3	56288	ENSG00000148498
HGNC:19371	NM_198215	NP_937858	ENST00000618804	FAM13C	220965	ENSG00000148541
HGNC:19692	NM_030759	NP_110386	ENST00000277746	NRBF2	29982	ENSG00000148572
HGNC:30074	NM_007055	NP_008986	ENST00000372371	POLR3A	11128	ENSG00000148606
HGNC:23405	NM_001305581	NP_001292510	ENST00000611255	LRMDA	83938	ENSG00000148655
HGNC:24043	NM_006829	NP_006820	ENST00000372013	ADIRF	10974	ENSG00000148671
HGNC:4335	NM_005271	NP_005262	ENST00000277865	GLUD1	2746	ENSG00000148672
HGNC:5302	NM_019859	NP_062873	ENST00000336152	HTR7	3363	ENSG00000148680
HGNC:1162	NM_145246	NP_660289	ENST00000359204	FRA10AC1	118924	ENSG00000148690
HGNC:245	NM_016824	NP_058432	ENST00000356080	ADD3	120	ENSG00000148700
HGNC:4798	NM_004132	NP_004123	ENST00000351270	HABP2	3026	ENSG00000148702
HGNC:3289	NM_004096	NP_004087	ENST00000373218	EIF4EBP2	1979	ENSG00000148730
HGNC:17425	NM_022146	NP_071429	ENST00000277942	NPFFR1	64106	ENSG00000148734
HGNC:11641	NM_001146274	NP_001139746	ENST00000627217	TCF7L2	6934	ENSG00000148737
HGNC:7107	NM_002417	NP_002408	ENST00000368654	MKI67	4288	ENSG00000148773
HGNC:6057	NM_032727	NP_116116	ENST00000369849	INA	9118	ENSG00000148798
HGNC:24733	NM_001098483	NP_001091953	ENST00000278025	FUOM	282969	ENSG00000148803
HGNC:29346	NM_030626	NP_085129	ENST00000368614	LRRC27	80313	ENSG00000148814
HGNC:32159	NM_138384	NP_612393	ENST00000317502	MTG1	92170	ENSG00000148824
HGNC:20837	NM_152911	NP_690875	ENST00000278060	PAOX	196743	ENSG00000148832
HGNC:13312	NM_004832	NP_004823	ENST00000369713	GSTO1	9446	ENSG00000148834
HGNC:11539	NM_006951	NP_008882	ENST00000369839	TAF5	6877	ENSG00000148835
HGNC:30025	NM_015062	NP_055877	ENST00000278070	PPRC1	23082	ENSG00000148840
HGNC:29370	NM_001272013	NP_001258942	ENST00000337478	ITPRIP	85450	ENSG00000148841
HGNC:103	NM_017649	NP_060119	ENST00000369878	CNNM2	54805	ENSG00000148842
HGNC:13408	NM_014976	NP_055791	ENST00000369797	PDCD11	22984	ENSG00000148843
HGNC:9992	NM_001005339	NP_001005339	ENST00000369103	RGS10	6001	ENSG00000148908
HGNC:259	NM_001124	NP_001115	ENST00000278175	ADM	133	ENSG00000148926
HGNC:17789	NM_018362	NP_060832	ENST00000278193	LIN7C	55327	ENSG00000148943
HGNC:26317	NM_001304274	NP_001291203	ENST00000532287	IMMP1L	196294	ENSG00000148950
HGNC:17893	NM_014489	NP_055304	ENST00000278243	PGAP2	27315	ENSG00000148985
HGNC:26184	NM_022830	NP_073741	ENST00000476907	TUT1	64852	ENSG00000149016
HGNC:12523	NM_003357	NP_003348	ENST00000278282	SCGB1A1	7356	ENSG00000149021
HGNC:13006	NM_013249	NP_037381	ENST00000278314	ZNF214	7761	ENSG00000149050
HGNC:13007	NM_013250	NP_037382	ENST00000278319	ZNF215	7762	ENSG00000149054
HGNC:18646	NM_016142	NP_057226	ENST00000278353	HSD17B12	51144	ENSG00000149084
HGNC:17581	NM_015957	NP_057041	ENST00000395787	APIP	51074	ENSG00000149089
HGNC:24460	NM_006360	NP_006351	ENST00000531120	EIF3M	10480	ENSG00000149100
HGNC:19081	NM_033396	NP_203754	ENST00000358252	TNKS1BP1	85456	ENSG00000149115
HGNC:13734	NM_201648	NP_964011	ENST00000344743	GLYAT	10249	ENSG00000149124
HGNC:11327	NM_003146	NP_003137	ENST00000278412	SSRP1	6749	ENSG00000149136
HGNC:9225	NM_003627	NP_003618	ENST00000278426	SLC43A1	8501	ENSG00000149150
HGNC:9673	NM_002843	NP_002834	ENST00000418331	PTPRJ	5795	ENSG00000149177
HGNC:13504	NM_032389	NP_115765	ENST00000524782	ARFGAP2	84364	ENSG00000149182
HGNC:26938	NM_016401	NP_057485	ENST00000278483	HIKESHI	51501	ENSG00000149196
HGNC:26281	NM_001156474	NP_001149946	ENST00000445632	CCDC81	60494	ENSG00000149201
HGNC:23060	NM_144665	NP_653266	ENST00000536441	SESN3	143686	ENSG00000149212
HGNC:29129	NM_015036	NP_055851	ENST00000278505	ENDOD1	23052	ENSG00000149218
HGNC:26282	NM_024725	NP_079001	ENST00000646818	CCDC82	79780	ENSG00000149231
HGNC:29945	NM_001098816	NP_001092286	ENST00000278550	TENM4	26011	ENSG00000149256
HGNC:1482	NM_004055	NP_004046	ENST00000648180	CAPN5	726	ENSG00000149260
HGNC:25048	NM_033547	NP_291025	ENST00000534064	INTS4	92105	ENSG00000149262
HGNC:10420	NM_001005	NP_000996	ENST00000531188	RPS3	6188	ENSG00000149273
HGNC:29362	NM_033390	NP_203748	ENST00000278590	ZC3H12C	85463	ENSG00000149289
HGNC:30531	NM_080659	NP_542390	ENST00000278601	C11orf52	91894	ENSG00000149300
HGNC:7896	NM_002519	NP_002510	ENST00000278612	NPAT	4863	ENSG00000149308
HGNC:14235	NM_015423	NP_056238	ENST00000278618	AASDHPPT	60496	ENSG00000149313
HGNC:16225	NM_001009608	NP_001009608	ENST00000334534	SLX4IP	128710	ENSG00000149346
HGNC:26068	NM_017907	NP_060377	ENST00000278671	LAMTOR1	55004	ENSG00000149357
HGNC:30135	NM_182904	NP_878907	ENST00000331597	P4HA3	283208	ENSG00000149380
HGNC:11344	NM_021978	NP_068813	ENST00000278742	ST14	6768	ENSG00000149418
HGNC:16931	NM_006389	NP_006380	ENST00000617285	HYOU1	10525	ENSG00000149428
HGNC:16437	NM_178311	NP_842563	ENST00000335694	GGTLC1	92086	ENSG00000149435
HGNC:7411	NM_004739	NP_004730	ENST00000278823	MTA2	9219	ENSG00000149480
HGNC:26944	NM_016464	NP_057548	ENST00000278826	TMEM138	51524	ENSG00000149483
HGNC:3574	NM_013402	NP_037534	ENST00000350997	FADS1	3992	ENSG00000149485
HGNC:6058	NM_001040694	NP_001035784	ENST00000394818	INCENP	3619	ENSG00000149503
HGNC:29037	NM_014638	NP_055453	ENST00000378486	PLCH2	9651	ENSG00000149527
HGNC:923	NM_012200	NP_036332	ENST00000265471	B3GAT3	26229	ENSG00000149541
HGNC:13276	NM_004879	NP_004870	ENST00000278903	EI24	9538	ENSG00000149547
HGNC:25798	NM_025004	NP_079280	ENST00000344762	CCDC15	80071	ENSG00000149548
HGNC:3659	NM_005103	NP_005094	ENST00000278919	FEZ1	9638	ENSG00000149557
HGNC:17474	NM_138961	NP_620411	ENST00000278927	ESAM	90952	ENSG00000149564
HGNC:23204	NM_032531	NP_115920	ENST00000525144	KIRREL3	84623	ENSG00000149571
HGNC:3496	NM_005797	NP_005788	ENST00000278937	MPZL2	10205	ENSG00000149573
HGNC:24272	NM_001040455	NP_001035545	ENST00000324225	SIDT2	51092	ENSG00000149577
HGNC:25890	NM_032780	NP_116169	ENST00000313236	TMEM25	84866	ENSG00000149582
HGNC:11553	NM_003186	NP_003177	ENST00000392951	TAGLN	6876	ENSG00000149591
HGNC:29372	NM_001029864	NP_001025035	ENST00000279024	KIAA1755	85449	ENSG00000149633
HGNC:16116	NM_080721	NP_542452	ENST00000279028	OCSTAMP	128506	ENSG00000149635
HGNC:16111	NM_080627	NP_542194	ENST00000237536	SOGA1	140710	ENSG00000149639
HGNC:15887	NM_144703	NP_653304	ENST00000279068	LSM14B	149986	ENSG00000149657
HGNC:15867	NM_017798	NP_060268	ENST00000370339	YTHDF1	54915	ENSG00000149658
HGNC:20316	NM_001033678	NP_001028850	ENST00000317459	TRPT1	83707	ENSG00000149743
HGNC:28189	NM_032344	NP_115720	ENST00000279206	NUDT22	84304	ENSG00000149761
HGNC:1176	NM_004927	NP_004918	ENST00000279242	MRPL49	740	ENSG00000149792
HGNC:16263	NM_006779	NP_006770	ENST00000279249	CDC42EP2	10435	ENSG00000149798
HGNC:3597	NM_001997	NP_001988	ENST00000529639	FAU	2197	ENSG00000149806
HGNC:1172	NM_013265	NP_037397	ENST00000279281	VPS51	738	ENSG00000149823
HGNC:9319	NM_002720	NP_002711	ENST00000279387	PPP4C	5531	ENSG00000149923
HGNC:4917	NM_003609	NP_003600	ENST00000279392	HIRIP3	8479	ENSG00000149929
HGNC:16835	NM_016151	NP_057235	ENST00000308893	TAOK2	9344	ENSG00000149930
HGNC:25201	NM_001083613	NP_001077082	ENST00000279396	TMEM219	124446	ENSG00000149932
HGNC:7173	NM_002422	NP_002413	ENST00000299855	MMP3	4314	ENSG00000149968
HGNC:19701	NM_014927	NP_055742	ENST00000379510	CNKSR2	22866	ENSG00000149970
HGNC:23729	NM_173576	NP_775847	ENST00000419761	MKX	283078	ENSG00000150051
HGNC:6153	NM_002211	NP_002202	ENST00000302278	ITGB1	3688	ENSG00000150093
HGNC:26939	NM_016403	NP_057487	ENST00000279839	CWC15	51503	ENSG00000150316
HGNC:17362	NM_032199	NP_115575	ENST00000279873	ARID5B	84159	ENSG00000150347
HGNC:20328	NM_001014283	NP_001014305	ENST00000478244	DCUN1D2	55208	ENSG00000150401
HGNC:20329	NM_017905	NP_060375	ENST00000434316	TMCO3	55002	ENSG00000150403
HGNC:27351	NM_001318939	NP_001305868	ENST00000382758	EEF1AKMT1	221143	ENSG00000150456
HGNC:6515	NM_014572	NP_055387	ENST00000382592	LATS2	26524	ENSG00000150457
HGNC:29248	NM_020776	NP_065827	ENST00000280020	KIAA1328	57536	ENSG00000150477
HGNC:5028	NM_006895	NP_008826	ENST00000280097	HNMT	3176	ENSG00000150540
HGNC:28431	NM_144586	NP_653187	ENST00000397463	LYPD1	116372	ENSG00000150551
HGNC:8763	NM_014456	NP_055271	ENST00000280154	PDCD4	27250	ENSG00000150593
HGNC:281	NM_000681	NP_000672	ENST00000280155	ADRA2A	150	ENSG00000150594
HGNC:12682	NM_005429	NP_005420	ENST00000618562	VEGFC	7424	ENSG00000150630
HGNC:20675	NM_032649	NP_116038	ENST00000358821	CNDP1	84735	ENSG00000150656
HGNC:21674	NM_152597	NP_689810	ENST00000350221	FSIP1	161835	ENSG00000150667
HGNC:14261	NM_130782	NP_570138	ENST00000367460	RGS18	64407	ENSG00000150681
HGNC:14370	NM_007173	NP_009104	ENST00000280258	PRSS23	11098	ENSG00000150687
HGNC:18191	NM_001040446	NP_001035536	ENST00000382142	MTMR12	54545	ENSG00000150712
HGNC:1618	NM_012073	NP_036205	ENST00000280326	CCT5	22948	ENSG00000150753
HGNC:27029	NM_199133	NP_954584	ENST00000511437	ATPSCKMT	134145	ENSG00000150756
HGNC:23695	NM_001037954	NP_001033043	ENST00000440460	DIXDC1	85458	ENSG00000150764
HGNC:25569	NM_018195	NP_060665	ENST00000393047	NKAPD1	55216	ENSG00000150776
HGNC:11818	NM_012459	NP_036591	ENST00000504148	TIMM8B	26521	ENSG00000150779
HGNC:5986	NM_001562	NP_001553	ENST00000280357	IL18	3606	ENSG00000150782
HGNC:9689	NM_000317	NP_000308	ENST00000280362	PTS	5805	ENSG00000150787
HGNC:8997	NM_005028	NP_005019	ENST00000376573	PIP4K2A	5305	ENSG00000150867
HGNC:25396	NM_207361	NP_997244	ENST00000280481	FREM2	341640	ENSG00000150893
HGNC:3819	NM_002015	NP_002006	ENST00000379561	FOXO1	2308	ENSG00000150907
HGNC:2359	NM_016441	NP_057525	ENST00000280527	CRIM1	51232	ENSG00000150938
HGNC:10706	NM_014822	NP_055637	ENST00000280551	SEC24D	9871	ENSG00000150961
HGNC:50	NM_019625	NP_062571	ENST00000280560	ABCB9	23457	ENSG00000150967
HGNC:17210	NM_032656	NP_116045	ENST00000308736	DHX37	57647	ENSG00000150990
HGNC:12468	NM_021009	NP_066289	ENST00000339647	UBC	7316	ENSG00000150991
HGNC:11059	NM_014331	NP_055146	ENST00000280612	SLC7A11	23657	ENSG00000151012
HGNC:14254	NM_012118	NP_036250	ENST00000280614	NOCT	25819	ENSG00000151014
HGNC:23689	NM_020752	NP_065803	ENST00000376351	GPR158	57512	ENSG00000151025
HGNC:20202	NM_172364	NP_758952	ENST00000382722	CACNA2D4	93589	ENSG00000151062
HGNC:24451	NM_152640	NP_689853	ENST00000280665	DCP1B	196513	ENSG00000151065
HGNC:1390	NM_000719	NP_000710	ENST00000399655	CACNA1C	775	ENSG00000151067
HGNC:17646	NM_018297	NP_060767	ENST00000280700	NGLY1	55768	ENSG00000151092
HGNC:26063	NM_017897	NP_060367	ENST00000280701	OXSM	54995	ENSG00000151093
HGNC:30866	NM_001040697	NP_001035787	ENST00000396197	UEVLD	55293	ENSG00000151116
HGNC:26890	NM_153347	NP_699178	ENST00000280734	TMEM86A	144110	ENSG00000151117
HGNC:28628	NM_152318	NP_689531	ENST00000552951	C12orf45	121053	ENSG00000151131
HGNC:28281	NM_152261	NP_689474	ENST00000280756	TMEM263	90488	ENSG00000151135
HGNC:23844	NM_001018072	NP_001018082	ENST00000280758	BTBD11	121551	ENSG00000151136
HGNC:13478	NM_130466	NP_569733	ENST00000342494	UBE3B	89910	ENSG00000151148
HGNC:494	NM_020987	NP_066267	ENST00000280772	ANK3	288	ENSG00000151150
HGNC:20739	NM_152230	NP_689416	ENST00000373935	IPMK	253430	ENSG00000151151
HGNC:27283	NM_173542	NP_775813	ENST00000280800	PLBD2	196463	ENSG00000151176
HGNC:2904	NM_004747	NP_004738	ENST00000372391	DLG5	9231	ENSG00000151208
HGNC:6903	NM_000429	NP_000420	ENST00000372213	MAT1A	4143	ENSG00000151224
HGNC:15956	NM_052885	NP_443117	ENST00000280871	SLC2A13	114134	ENSG00000151229
HGNC:27482	NM_173601	NP_775872	ENST00000398675	GXYLT1	283464	ENSG00000151233
HGNC:29150	NM_014974	NP_055789	ENST00000280886	DIP2C	22982	ENSG00000151240
HGNC:25188	NM_138779	NP_620134	ENST00000376032	TEX30	93081	ENSG00000151287
HGNC:26333	NM_152546	NP_689759	ENST00000339397	SRFBP1	153443	ENSG00000151304
HGNC:376	NM_004274	NP_004265	ENST00000280979	AKAP6	9472	ENSG00000151320
HGNC:20427	NM_016586	NP_057670	ENST00000416007	MBIP	51562	ENSG00000151332
HGNC:25257	NM_152834	NP_690047	ENST00000281017	TMEM18	129787	ENSG00000151353
HGNC:23295	NM_023930	NP_076419	ENST00000353172	KCTD14	65987	ENSG00000151364
HGNC:7706	NM_004549	NP_004540	ENST00000281031	NDUFC2	4718	ENSG00000151366
HGNC:14605	NM_030955	NP_112217	ENST00000504830	ADAMTS12	81792	ENSG00000151388
HGNC:20278	NM_025152	NP_079428	ENST00000281081	NUBPL	80224	ENSG00000151413
HGNC:13386	NM_133494	NP_598001	ENST00000367385	NEK7	140609	ENSG00000151414
HGNC:3655	NM_005246	NP_005237	ENST00000281092	FER	2241	ENSG00000151422
HGNC:29223	NM_020337	NP_065070	ENST00000504087	ANKRD50	57182	ENSG00000151458
HGNC:17854	NM_015542	NP_056357	ENST00000357604	UPF2	26019	ENSG00000151461
HGNC:16827	NM_006023	NP_006014	ENST00000281141	CDC123	8872	ENSG00000151465
HGNC:26406	NM_144643	NP_653244	ENST00000281142	SCLT1	132320	ENSG00000151466
HGNC:23813	NM_031455	NP_113643	ENST00000378825	CCDC3	83643	ENSG00000151468
HGNC:27025	NM_001099783	NP_001093253	ENST00000425929	C4orf33	132321	ENSG00000151470
HGNC:25491	NM_018027	NP_060497	ENST00000357447	FRMD4A	55691	ENSG00000151474
HGNC:25319	NM_031291	NP_112581	ENST00000281154	SLC25A31	83447	ENSG00000151475
HGNC:9678	NM_030667	NP_109592	ENST00000281171	PTPRO	5800	ENSG00000151490
HGNC:3420	NM_004447	NP_004438	ENST00000281172	EPS8	2059	ENSG00000151491
HGNC:29560	NM_014174	NP_054893	ENST00000341541	THYN1	29087	ENSG00000151500
HGNC:28119	NM_052875	NP_443107	ENST00000281187	VPS26B	112936	ENSG00000151502
HGNC:9752	NM_000320	NP_000311	ENST00000281243	QDPR	5860	ENSG00000151552
HGNC:29320	NM_020940	NP_065991	ENST00000369248	FAM160B1	57700	ENSG00000151553
HGNC:23837	NM_001286615	NP_001273544	ENST00000392977	ANO4	121601	ENSG00000151572
HGNC:25771	NM_024638	NP_078914	ENST00000281273	QTRT2	79691	ENSG00000151576
HGNC:18871	NM_172250	NP_758454	ENST00000649156	MMAA	166785	ENSG00000151611
HGNC:27193	NM_001306215	NP_001293144	ENST00000508784	ZNF827	152485	ENSG00000151612
HGNC:3179	NM_001957	NP_001948	ENST00000651419	EDNRA	1909	ENSG00000151617
HGNC:7979	NM_000901	NP_000892	ENST00000358102	NR3C2	4306	ENSG00000151623
HGNC:3016	NM_006426	NP_006417	ENST00000338492	DPYSL4	10570	ENSG00000151640
HGNC:215	NM_001109	NP_001100	ENST00000445355	ADAM8	101	ENSG00000151651
HGNC:6167	NM_002216	NP_002207	ENST00000358415	ITIH2	3698	ENSG00000151655
HGNC:6327	NM_012311	NP_036443	ENST00000379562	KIN	22944	ENSG00000151657
HGNC:8962	NM_002643	NP_002634	ENST00000281382	PIGF	5281	ENSG00000151665
HGNC:6071	NM_001128928	NP_001122400	ENST00000392329	INPP1	3628	ENSG00000151689
HGNC:24711	NM_017694	NP_060164	ENST00000392328	MFSD6	54842	ENSG00000151690
HGNC:20457	NM_014746	NP_055561	ENST00000320892	RNF144A	9781	ENSG00000151692
HGNC:2721	NM_003887	NP_003878	ENST00000281419	ASAP2	8853	ENSG00000151693
HGNC:195	NM_003183	NP_003174	ENST00000310823	ADAM17	6868	ENSG00000151694
HGNC:3749	NM_002017	NP_002008	ENST00000527786	FLI1	2313	ENSG00000151702
HGNC:24148	NM_024949	NP_079225	ENST00000403733	WWC2	80014	ENSG00000151718
HGNC:21348	NM_024629	NP_078905	ENST00000281453	CENPU	79682	ENSG00000151725
HGNC:10990	NM_001151	NP_001142	ENST00000281456	SLC25A4	291	ENSG00000151729
HGNC:27281	NM_001113402	NP_001106873	ENST00000281471	AMN1	196394	ENSG00000151743
HGNC:1049	NM_001714	NP_001705	ENST00000652176	BICD1	636	ENSG00000151746
HGNC:17795	NM_021818	NP_068590	ENST00000324679	SAV1	60485	ENSG00000151748
HGNC:26478	NM_144974	NP_659411	ENST00000444614	CCDC122	160857	ENSG00000151773
HGNC:20607	NM_001010897	NP_001010897	ENST00000379179	SERP2	387923	ENSG00000151778
HGNC:15625	NM_015909	NP_056993	ENST00000281513	NBAS	51594	ENSG00000151779
HGNC:26191	NM_024697	NP_078973	ENST00000281523	ZNF385D	79750	ENSG00000151789
HGNC:11708	NM_005651	NP_005642	ENST00000536354	TDO2	6999	ENSG00000151790
HGNC:25799	NM_021927	NP_068746	ENST00000281543	GUF1	60558	ENSG00000151806
HGNC:10519	NM_014363	NP_055178	ENST00000382292	SACS	26278	ENSG00000151835
HGNC:17272	NM_018451	NP_060921	ENST00000381884	CENPJ	55835	ENSG00000151849
HGNC:13583	NM_012176	NP_036308	ENST00000281623	FBXO4	26272	ENSG00000151876
HGNC:17700	NM_148672	NP_683513	ENST00000361115	CCL28	56477	ENSG00000151882
HGNC:26124	NM_024615	NP_078891	ENST00000281631	PARP8	79668	ENSG00000151883
HGNC:23727	NM_153810	NP_722517	ENST00000369151	CACUL1	143384	ENSG00000151893
HGNC:20871	NM_152731	NP_689944	ENST00000370746	BEND6	221336	ENSG00000151917
HGNC:26483	NM_144669	NP_653270	ENST00000281703	GLT1D1	144423	ENSG00000151948
HGNC:29411	NM_133448	NP_597705	ENST00000422113	TMEM132D	121256	ENSG00000151952
HGNC:18971	NM_001039569	NP_001034658	ENST00000396654	AP1S3	130340	ENSG00000152056
HGNC:26477	NM_152487	NP_689700	ENST00000370203	TLCD4	148534	ENSG00000152078
HGNC:773	NM_004319	NP_004310	ENST00000361833	ASTN1	460	ENSG00000152092
HGNC:27016	NM_001009993	NP_001009993	ENST00000389915	FAM168B	130074	ENSG00000152102
HGNC:9647	NM_005401	NP_005392	ENST00000366956	PTPN14	5784	ENSG00000152104
HGNC:7049	NM_002410	NP_002401	ENST00000281923	MGAT5	4249	ENSG00000152127
HGNC:25380	NM_030923	NP_112185	ENST00000281924	TMEM163	81615	ENSG00000152128
HGNC:20044	NM_024775	NP_079051	ENST00000281950	GEMIN6	79833	ENSG00000152147
HGNC:28517	NM_152390	NP_689603	ENST00000281961	TMEM178A	130733	ENSG00000152154
HGNC:9218	NM_006237	NP_006228	ENST00000377208	POU4F1	5457	ENSG00000152192
HGNC:20308	NM_024546	NP_078822	ENST00000282003	OBI1	79596	ENSG00000152193
HGNC:24046	NM_138450	NP_612459	ENST00000282026	ARL11	115761	ENSG00000152213
HGNC:10017	NM_002930	NP_002921	ENST00000326695	RIT2	6014	ENSG00000152214
HGNC:26798	NM_152316	NP_689529	ENST00000282032	ARL14EP	120534	ENSG00000152219
HGNC:29331	NM_020964	NP_066015	ENST00000282041	EPG5	57724	ENSG00000152223
HGNC:9581	NM_024430	NP_077748	ENST00000409746	PSTPIP2	9050	ENSG00000152229
HGNC:823	NM_004046	NP_004037	ENST00000398752	ATP5F1A	498	ENSG00000152234
HGNC:25174	NM_138443	NP_612452	ENST00000282058	HAUS1	115106	ENSG00000152240
HGNC:28172	NM_145055	NP_659492	ENST00000615052	C18orf25	147339	ENSG00000152242
HGNC:24031	NM_020675	NP_065726	ENST00000282074	SPC25	57405	ENSG00000152253
HGNC:8779	NM_000922	NP_000913	ENST00000282096	PDE3B	5140	ENSG00000152270
HGNC:11640	NM_031283	NP_112573	ENST00000282111	TCF7L1	83439	ENSG00000152284
HGNC:15450	NM_006464	NP_006455	ENST00000377386	TGOLN2	10618	ENSG00000152291
