HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
HGNC:11172	NM_003099	NP_003090	ENST00000559844	SNX1	6642	ENSG00000028528
HGNC:11589	NM_004865	NP_004856	ENST00000237264	TBPL1	9519	ENSG00000028839
HGNC:16863	NM_014739	NP_055554	ENST00000531224	BCLAF1	9774	ENSG00000029363
HGNC:20182	NM_018375	NP_060845	ENST00000336643	SLC39A9	55334	ENSG00000029364
HGNC:17037	NM_016020	NP_057104	ENST00000367166	TFB1M	51106	ENSG00000029639
HGNC:17677	NM_004703	NP_004694	ENST00000537505	RABEP1	9135	ENSG00000029725
HGNC:5004	NM_005342	NP_005333	ENST00000325307	HMGB3	3149	ENSG00000029993
HGNC:949	NM_001188	NP_001179	ENST00000374467	BAK1	578	ENSG00000030110
HGNC:29216	NM_020754	NP_065805	ENST00000264245	ARHGAP31	57514	ENSG00000031081
HGNC:21347	NM_018132	NP_060602	ENST00000335783	CENPQ	55166	ENSG00000031691
HGNC:10537	NM_006513	NP_006504	ENST00000234677	SARS1	6301	ENSG00000031698
HGNC:9850	NM_007322	NP_015561	ENST00000340578	RANBP3	8498	ENSG00000031823
HGNC:9885	NM_002892	NP_002883	ENST00000355431	ARID4A	5926	ENSG00000032219
HGNC:71	NM_007189	NP_009120	ENST00000287844	ABCF2	10061	ENSG00000033050
HGNC:25581	NM_018227	NP_060697	ENST00000322244	UBA6	55236	ENSG00000033178
HGNC:14458	NM_080491	NP_536739	ENST00000361507	GAB2	9846	ENSG00000033327
HGNC:6843	NM_145109	NP_659731	ENST00000342679	MAP2K3	5606	ENSG00000034152
HGNC:25678	NM_024593	NP_078869	ENST00000262103	EFCAB1	79645	ENSG00000034239
HGNC:11879	NM_021103	NP_066926	ENST00000233143	TMSB10	9168	ENSG00000034510
HGNC:13432	NM_183419	NP_904355	ENST00000341084	RNF19A	25897	ENSG00000034677
HGNC:8858	NM_003630	NP_003621	ENST00000367591	PEX3	8504	ENSG00000034693
HGNC:13291	NM_007285	NP_009216	ENST00000037243	GABARAPL2	11345	ENSG00000034713
HGNC:7610	NM_000261	NP_000252	ENST00000037502	MYOC	4653	ENSG00000034971
HGNC:29546	NM_015677	NP_056492	ENST00000356150	SH3YL1	26751	ENSG00000035115
HGNC:25911	NM_001329752	NP_001316681	ENST00000430566	FAM136A	84908	ENSG00000035141
HGNC:24902	NM_018369	NP_060839	ENST00000265036	DEPDC1B	55789	ENSG00000035499
HGNC:8017	NM_003580	NP_003571	ENST00000038176	NSMAF	8439	ENSG00000035681
HGNC:292	NM_001126	NP_001117	ENST00000366535	ADSS2	159	ENSG00000035687
HGNC:24133	NM_012108	NP_036240	ENST00000265404	STAP1	26228	ENSG00000035720
HGNC:11821	NM_003255	NP_003246	ENST00000262768	TIMP2	7077	ENSG00000035862
HGNC:9969	NM_002913	NP_002904	ENST00000349703	RFC1	5981	ENSG00000035928
HGNC:25622	NM_001199198	NP_001186127	ENST00000394144	TBC1D23	55773	ENSG00000036054
HGNC:2553	NM_003590	NP_003581	ENST00000264414	CUL3	8452	ENSG00000036257
HGNC:7614	NM_003970	NP_003961	ENST00000262113	MYOM2	9172	ENSG00000036448
HGNC:8512	NM_000531	NP_000522	ENST00000039007	OTC	5009	ENSG00000036473
HGNC:2641	NM_006668	NP_006659	ENST00000261835	CYP46A1	10858	ENSG00000036530
HGNC:24523	NM_015534	NP_056349	ENST00000370801	ZZZ3	26009	ENSG00000036549
HGNC:12618	NM_004205	NP_004196	ENST00000260187	USP2	9099	ENSG00000036672
HGNC:12419	NM_016437	NP_057521	ENST00000251412	TUBG2	27175	ENSG00000037042
HGNC:3767	NM_182925	NP_891555	ENST00000261937	FLT4	2324	ENSG00000037280
HGNC:25994	NM_017755	NP_060225	ENST00000264670	NSUN2	54888	ENSG00000037474
HGNC:29249	NM_018994	NP_061867	ENST00000375592	FBXO42	54455	ENSG00000037637
HGNC:28469	NM_001031727	NP_001026897	ENST00000040663	MRI1	84245	ENSG00000037757
HGNC:7030	NM_005371	NP_005362	ENST00000324871	METTL1	4234	ENSG00000037897
HGNC:5129	NM_022658	NP_073149	ENST00000040584	HOXC8	3224	ENSG00000037965
HGNC:318	NM_000027	NP_000018	ENST00000264595	AGA	175	ENSG00000038002
HGNC:18215	NM_018323	NP_060793	ENST00000264864	PI4K2B	55300	ENSG00000038210
HGNC:31792	NM_148894	NP_683692	ENST00000040738	BOD1L1	259282	ENSG00000038219
HGNC:6905	NM_013283	NP_037415	ENST00000321757	MAT2B	27430	ENSG00000038274
HGNC:11843	NM_012464	NP_036596	ENST00000061240	TLL1	7092	ENSG00000038295
HGNC:17157	NM_014329	NP_055144	ENST00000358933	EDC4	23644	ENSG00000038358
HGNC:12303	NM_007118	NP_009049	ENST00000344204	TRIO	7204	ENSG00000038382
HGNC:2464	NM_004385	NP_004376	ENST00000265077	VCAN	1462	ENSG00000038427
HGNC:29013	NM_015226	NP_056041	ENST00000409790	CLEC16A	23274	ENSG00000038532
HGNC:1748	NM_004360	NP_004351	ENST00000261769	CDH1	999	ENSG00000039068
HGNC:18734	NM_015360	NP_056175	ENST00000230640	MTREX	23517	ENSG00000039123
HGNC:20756	NM_001284236	NP_001271165	ENST00000505560	ZFYVE16	9765	ENSG00000039319
HGNC:25836	NM_024519	NP_078795	ENST00000042381	RIPOR1	79567	ENSG00000039523
HGNC:14873	NM_015577	NP_056392	ENST00000265109	RAI14	26064	ENSG00000039560
HGNC:9154	NM_007254	NP_009185	ENST00000322344	PNKP	11284	ENSG00000039650
HGNC:29149	NM_015020	NP_055835	ENST00000568954	PHLPP2	23035	ENSG00000040199
HGNC:26010	NM_017785	NP_060255	ENST00000265295	SPDL1	54908	ENSG00000040275
HGNC:11371	NM_001164380	NP_001157852	ENST00000524300	STAU2	27067	ENSG00000040341
HGNC:26001	NM_001040125	NP_001035214	ENST00000375153	SLC66A1	54896	ENSG00000040487
HGNC:18601	NM_023004	NP_075380	ENST00000043402	RTN4R	65078	ENSG00000040608
HGNC:28428	NM_024297	NP_077273	ENST00000320316	PHF23	79142	ENSG00000040633
HGNC:1749	NM_006727	NP_006718	ENST00000264463	CDH10	1008	ENSG00000040731
HGNC:9767	NM_004163	NP_004154	ENST00000262094	RAB27B	5874	ENSG00000041353
HGNC:9533	NM_002789	NP_002780	ENST00000044462	PSMA4	5685	ENSG00000041357
HGNC:29822	NM_001198950	NP_001185879	ENST00000457511	MYO16	23026	ENSG00000041515
HGNC:25652	NM_018385	NP_060855	ENST00000265245	LSG1	55341	ENSG00000041802
HGNC:5318	NM_002160	NP_002151	ENST00000350763	TNC	3371	ENSG00000041982
HGNC:16168	NM_001290268	NP_001277197	ENST00000327979	RIPOR3	140876	ENSG00000042062
HGNC:18884	NM_018319	NP_060789	ENST00000335725	TDP1	55775	ENSG00000042088
HGNC:21411	NM_032797	NP_116186	ENST00000307864	AIFM2	84883	ENSG00000042286
HGNC:20423	NM_018418	NP_060888	ENST00000393545	SPATA7	55812	ENSG00000042317
HGNC:2375	NM_004268	NP_004259	ENST00000251871	MED17	9440	ENSG00000042429
HGNC:25991	NM_017750	NP_060220	ENST00000295802	RETSAT	54884	ENSG00000042445
HGNC:1474	NM_001747	NP_001738	ENST00000263867	CAPG	822	ENSG00000042493
HGNC:11764	NM_003235	NP_003226	ENST00000220616	TG	7038	ENSG00000042832
HGNC:206	NM_014265	NP_055080	ENST00000265769	ADAM28	10863	ENSG00000042980
HGNC:956	NM_003658	NP_003649	ENST00000281437	BARX2	8538	ENSG00000043039
HGNC:18184	NM_020640	NP_065691	ENST00000292782	DCUN1D1	54165	ENSG00000043093
HGNC:12873	NM_007129	NP_009060	ENST00000376335	ZIC2	7546	ENSG00000043355
HGNC:20286	NM_017646	NP_060116	ENST00000316891	TRIT1	54802	ENSG00000043514
HGNC:4683	NM_007102	NP_009033	ENST00000372581	GUCA2B	2981	ENSG00000044012
HGNC:2509	NM_001903	NP_001894	ENST00000302763	CTNNA1	1495	ENSG00000044115
HGNC:8926	NM_000292	NP_000283	ENST00000379942	PHKA2	5256	ENSG00000044446
HGNC:23432	NM_017738	NP_060208	ENST00000380647	CNTLN	54875	ENSG00000044459
HGNC:3387	NM_005233	NP_005224	ENST00000336596	EPHA3	2042	ENSG00000044524
HGNC:5238	NM_005347	NP_005338	ENST00000324460	HSPA5	3309	ENSG00000044574
HGNC:3049	NM_001943	NP_001934	ENST00000261590	DSG2	1829	ENSG00000046604
HGNC:2567	NM_003611	NP_003602	ENST00000340096	OFD1	8481	ENSG00000046651
HGNC:4461	NM_001001995	NP_001001995	ENST00000316715	GPM6B	2824	ENSG00000046653
HGNC:22950	NM_024870	NP_079146	ENST00000288368	PREX2	80243	ENSG00000046889
HGNC:31406	NM_014023	NP_054742	ENST00000263150	WDR37	22884	ENSG00000047056
HGNC:24721	NM_022828	NP_073739	ENST00000161863	YTHDC2	64848	ENSG00000047188
HGNC:2520	NM_175859	NP_787055	ENST00000359276	CTPS2	56474	ENSG00000047230
HGNC:18303	NM_015941	NP_057025	ENST00000359530	ATP6V1H	51606	ENSG00000047249
HGNC:9188	NM_000938	NP_000929	ENST00000314595	POLR2B	5431	ENSG00000047315
HGNC:16924	NM_015230	NP_056045	ENST00000303965	ARAP2	116984	ENSG00000047365
HGNC:12017	NM_003292	NP_003283	ENST00000367478	TPR	7175	ENSG00000047410
HGNC:2295	NM_000096	NP_000087	ENST00000264613	CP	1356	ENSG00000047457
HGNC:12811	NM_021083	NP_066569	ENST00000378616	XK	7504	ENSG00000047597
HGNC:1184	NM_020374	NP_065107	ENST00000261250	C12orf4	57102	ENSG00000047621
HGNC:10580	NM_001037540	NP_001032629	ENST00000380041	SCML1	6322	ENSG00000047634
HGNC:676	NM_013427	NP_038286	ENST00000337414	ARHGAP6	395	ENSG00000047648
HGNC:29235	NM_015688	NP_056503	ENST00000265018	FAM184B	27146	ENSG00000047662
HGNC:17643	NM_020399	NP_065132	ENST00000368498	GOPC	57120	ENSG00000047932
HGNC:13594	NM_130465	NP_569732	ENST00000508164	TSPAN17	26262	ENSG00000048140
HGNC:27267	NM_176814	NP_789784	ENST00000265827	ZNF800	168850	ENSG00000048405
HGNC:30542	NM_032167	NP_115543	ENST00000566228	SNX29	92017	ENSG00000048471
HGNC:14502	NM_018141	NP_060611	ENST00000053468	MRPS10	55173	ENSG00000048544
HGNC:23595	NM_015378	NP_056193	ENST00000620676	VPS13D	55187	ENSG00000048707
HGNC:13247	NM_014612	NP_055427	ENST00000277165	FAM120A	23196	ENSG00000048828
HGNC:2218	NM_001852	NP_001843	ENST00000372748	COL9A2	1298	ENSG00000049089
HGNC:6343	NM_000899	NP_000890	ENST00000644744	KITLG	4254	ENSG00000049130
HGNC:222	NM_197941	NP_922932	ENST00000381055	ADAMTS6	11174	ENSG00000049192
HGNC:12644	NM_004781	NP_004772	ENST00000054666	VAMP3	9341	ENSG00000049245
HGNC:18235	NM_017957	NP_060427	ENST00000268933	EPN3	55040	ENSG00000049283
HGNC:3327	NM_000501	NP_000492	ENST00000252034	ELN	2006	ENSG00000049540
HGNC:9970	NM_181471	NP_852136	ENST00000055077	RFC2	5982	ENSG00000049541
HGNC:24308	NM_030782	NP_110409	ENST00000320895	CLPTM1L	81037	ENSG00000049656
HGNC:7728	NM_001144967	NP_001138439	ENST00000400345	NEDD4L	23327	ENSG00000049759
HGNC:14944	NM_033215	NP_149992	ENST00000055335	PPP1R3F	89801	ENSG00000049769
HGNC:4879	NM_000521	NP_000512	ENST00000261416	HEXB	3074	ENSG00000049860
HGNC:25734	NM_024754	NP_079030	ENST00000380639	PTCD2	79810	ENSG00000049883
HGNC:29433	NM_001008537	NP_001008537	ENST00000055682	NEXMIF	340533	ENSG00000050030
HGNC:20184	NM_016475	NP_057559	ENST00000616435	JKAMP	51528	ENSG00000050130
HGNC:13209	NM_005435	NP_005426	ENST00000056217	ARHGEF5	7984	ENSG00000050327
HGNC:7783	NM_004289	NP_004280	ENST00000056233	NFE2L3	9603	ENSG00000050344
HGNC:24241	NM_015416	NP_056231	ENST00000262055	LETMD1	25875	ENSG00000050426
HGNC:11034	NM_001039960	NP_001035049	ENST00000453097	SLC4A8	9498	ENSG00000050438
HGNC:6494	NM_006059	NP_006050	ENST00000361069	LAMC3	10319	ENSG00000050555
HGNC:19315	NM_024873	NP_079149	ENST00000057513	TNIP3	79931	ENSG00000050730
HGNC:22990	NM_173465	NP_775736	ENST00000390654	COL23A1	91522	ENSG00000050767
HGNC:971	NM_014567	NP_055382	ENST00000162330	BCAR1	9564	ENSG00000050820
HGNC:13744	NM_014685	NP_055500	ENST00000439977	HERPUD1	9709	ENSG00000051108
HGNC:17514	NM_004838	NP_004829	ENST00000392351	HOMER3	9454	ENSG00000051128
HGNC:9817	NM_002875	NP_002866	ENST00000267868	RAD51	5888	ENSG00000051180
HGNC:9186	NM_199420	NP_955452	ENST00000264233	POLQ	10721	ENSG00000051341
HGNC:2577	NM_000101	NP_000092	ENST00000261623	CYBA	1535	ENSG00000051523
HGNC:15716	NM_014320	NP_055135	ENST00000607197	HEBP2	23593	ENSG00000051620
HGNC:7215	NM_022782	NP_073619	ENST00000606320	MPHOSPH9	10198	ENSG00000051825
HGNC:29280	NM_020840	NP_065891	ENST00000264433	FNIP2	57600	ENSG00000052795
HGNC:10545	NM_006745	NP_006736	ENST00000261507	MSMO1	6307	ENSG00000052802
HGNC:25596	NM_018259	NP_060729	ENST00000039989	TTC17	55761	ENSG00000052841
HGNC:450	NM_021926	NP_068745	ENST00000652299	ALX4	60529	ENSG00000052850
HGNC:18477	NM_016183	NP_057267	ENST00000330263	MRTO4	51154	ENSG00000053372
HGNC:7860	NM_005386	NP_005377	ENST00000649451	NNAT	4826	ENSG00000053438
HGNC:30882	NM_018467	NP_060937	ENST00000263897	USE1	55850	ENSG00000053501
HGNC:20192	NM_018229	NP_060699	ENST00000261558	AP5M1	55745	ENSG00000053770
HGNC:19942	NM_014408	NP_055223	ENST00000373166	TRAPPC3	27095	ENSG00000054116
HGNC:22964	NM_005119	NP_005110	ENST00000354618	THRAP3	9967	ENSG00000054118
HGNC:3364	NM_203468	NP_982293	ENST00000355097	ENTPD2	954	ENSG00000054179
HGNC:6729	NM_002349	NP_002340	ENST00000263636	LY75	4065	ENSG00000054219
HGNC:15550	NM_016374	NP_057458	ENST00000264183	ARID4B	51742	ENSG00000054267
HGNC:14007	NM_014322	NP_055137	ENST00000366554	OPN3	23596	ENSG00000054277
HGNC:10671	NM_006642	NP_006633	ENST00000366541	SDCCAG8	10806	ENSG00000054282
HGNC:9676	NM_002846	NP_002837	ENST00000295718	PTPRN	5798	ENSG00000054356
HGNC:18270	NM_018194	NP_060664	ENST00000261458	HHAT	55733	ENSG00000054392
HGNC:3800	NM_001453	NP_001444	ENST00000645831	FOXC1	2296	ENSG00000054598
HGNC:1309	NM_014346	NP_055161	ENST00000337137	TBC1D22A	25771	ENSG00000054611
HGNC:17733	NM_020715	NP_065766	ENST00000329153	PLEKHH1	57475	ENSG00000054690
HGNC:13540	NM_006045	NP_006036	ENST00000338821	ATP9A	10079	ENSG00000054793
HGNC:11250	NM_012444	NP_036576	ENST00000371263	SPO11	23626	ENSG00000054796
HGNC:16231	NM_080617	NP_542184	ENST00000064571	CBLN4	140689	ENSG00000054803
HGNC:13764	NM_152222	NP_689408	ENST00000064780	RELT	84957	ENSG00000054967
HGNC:4115	NM_000153	NP_000144	ENST00000261304	GALC	2581	ENSG00000054983
HGNC:29926	NM_015934	NP_057018	ENST00000264279	NOP58	51602	ENSG00000055044
HGNC:30232	NM_001114600	NP_001108072	ENST00000401088	SZRD1	26099	ENSG00000055070
HGNC:6251	NM_000238	NP_000229	ENST00000262186	KCNH2	3757	ENSG00000055118
HGNC:2551	NM_003592	NP_003583	ENST00000325222	CUL1	8454	ENSG00000055130
HGNC:1333	NM_018691	NP_061161	ENST00000351797	FAM114A2	10827	ENSG00000055147
HGNC:13760	NM_001037333	NP_001032410	ENST00000620254	CYFIP2	26999	ENSG00000055163
HGNC:17075	NM_001292034	NP_001278963	ENST00000637181	TAB2	23118	ENSG00000055208
HGNC:21074	NM_138785	NP_620140	ENST00000367419	GINM1	116254	ENSG00000055211
HGNC:9437	NM_001135651	NP_001129123	ENST00000233057	EIF2AK2	5610	ENSG00000055332
HGNC:13726	NM_170606	NP_733751	ENST00000262189	KMT2C	58508	ENSG00000055609
HGNC:13358	NM_018298	NP_060768	ENST00000370589	MCOLN3	55283	ENSG00000055732
HGNC:29400	NM_001080433	NP_001073902	ENST00000407595	CCDC85A	114800	ENSG00000055813
HGNC:6169	NM_002218	NP_002209	ENST00000266041	ITIH4	3700	ENSG00000055955
HGNC:26051	NM_017867	NP_060337	ENST00000393381	HPF1	54969	ENSG00000056050
HGNC:17277	NM_016107	NP_057191	ENST00000265069	ZFR	51663	ENSG00000056097
HGNC:25955	NM_017666	NP_060136	ENST00000370978	ZNF280C	55609	ENSG00000056277
HGNC:25161	NM_138415	NP_612424	ENST00000313237	PHF21B	112885	ENSG00000056487
HGNC:12031	NM_005658	NP_005649	ENST00000373887	TRAF1	7185	ENSG00000056558
HGNC:21461	NM_001100588	NP_001094058	ENST00000357244	RC3H2	54542	ENSG00000056586
HGNC:18015	NM_018725	NP_061195	ENST00000288167	IL17RB	55540	ENSG00000056736
HGNC:1343	NM_147686	NP_679211	ENST00000368761	TRAF3IP2	10758	ENSG00000056972
HGNC:4700	NM_001079855	NP_001073324	ENST00000398806	GYG2	8908	ENSG00000056998
HGNC:24627	NM_080927	NP_563615	ENST00000326840	DCBLD2	131566	ENSG00000057019
HGNC:10569	NM_006919	NP_008850	ENST00000283752	SERPINB3	6317	ENSG00000057149
HGNC:11177	NM_003101	NP_003092	ENST00000367619	SOAT1	6646	ENSG00000057252
HGNC:7327	NM_002440	NP_002431	ENST00000263187	MSH4	4438	ENSG00000057468
HGNC:4227	NM_001494	NP_001485	ENST00000380191	GDI2	2665	ENSG00000057608
HGNC:9346	NM_001198	NP_001189	ENST00000369096	PRDM1	639	ENSG00000057657
HGNC:589	NM_004849	NP_004840	ENST00000369076	ATG5	9474	ENSG00000057663
HGNC:29199	NM_020698	NP_065749	ENST00000261226	TMCC3	57458	ENSG00000057704
HGNC:25022	NM_020362	NP_065095	ENST00000246151	PITHD1	57095	ENSG00000057757
HGNC:12611	NM_003940	NP_003931	ENST00000263966	USP13	8975	ENSG00000058056
HGNC:13553	NM_014616	NP_055431	ENST00000323116	ATP11B	23200	ENSG00000058063
HGNC:6493	NM_005562	NP_005553	ENST00000264144	LAMC2	3918	ENSG00000058085
HGNC:8883	NM_001287135	NP_001274064	ENST00000380050	CDK14	5218	ENSG00000058091
HGNC:18276	NM_013336	NP_037468	ENST00000243253	SEC61A1	29927	ENSG00000058262
HGNC:7618	NM_002480	NP_002471	ENST00000450142	PPP1R12A	4659	ENSG00000058272
HGNC:1461	NM_001220	NP_001211	ENST00000395749	CAMK2B	816	ENSG00000058404
HGNC:21299	NM_014675	NP_055490	ENST00000375541	CROCC	9696	ENSG00000058453
HGNC:30347	NM_018119	NP_060589	ENST00000299853	POLR3E	55718	ENSG00000058600
HGNC:18999	NM_018343	NP_060813	ENST00000283109	RIOK2	55781	ENSG00000058729
HGNC:25231	NM_018982	NP_061855	ENST00000072644	YIPF1	54432	ENSG00000058799
HGNC:25525	NM_018087	NP_060557	ENST00000371429	NDC1	55706	ENSG00000058804
HGNC:2853	NM_001346	NP_001337	ENST00000265022	DGKG	1608	ENSG00000058866
HGNC:9722	NM_002860	NP_002851	ENST00000371224	ALDH18A1	5832	ENSG00000059573
HGNC:11568	NM_005646	NP_005637	ENST00000040877	TARBP1	6894	ENSG00000059588
HGNC:8849	NM_004564	NP_004555	ENST00000263985	GATB	5188	ENSG00000059691
HGNC:6761	NM_002357	NP_002348	ENST00000264444	MXD1	4084	ENSG00000059728
HGNC:8750	NM_002595	NP_002586	ENST00000261211	CDK17	5128	ENSG00000059758
HGNC:34187	NM_001015882	NP_001015882	ENST00000313525	DNAJC25	548645	ENSG00000059769
HGNC:11007	NM_006931	NP_008862	ENST00000075120	SLC2A3	6515	ENSG00000059804
HGNC:9507	NM_002779	NP_002770	ENST00000020673	PSD	5662	ENSG00000059915
HGNC:2428	NM_003651	NP_003642	ENST00000228251	YBX3	8531	ENSG00000060138
HGNC:18889	NM_018423	NP_060893	ENST00000075503	STYK1	55359	ENSG00000060140
HGNC:14540	NM_018979	NP_061852	ENST00000315939	WNK1	65125	ENSG00000060237
HGNC:24236	NM_018237	NP_060707	ENST00000265872	CCAR1	55749	ENSG00000060339
HGNC:15768	NM_007346	NP_031372	ENST00000290291	OGFR	11054	ENSG00000060491
HGNC:4383	NM_002068	NP_002059	ENST00000262958	GNA15	2769	ENSG00000060558
HGNC:18855	NM_032607	NP_115996	ENST00000078445	CREB3L3	84699	ENSG00000060566
HGNC:9683	NM_133178	NP_573439	ENST00000373779	PTPRU	10076	ENSG00000060656
HGNC:30857	NM_004814	NP_004805	ENST00000263694	SNRNP40	9410	ENSG00000060688
HGNC:2186	NM_001854	NP_001845	ENST00000370096	COL11A1	1301	ENSG00000060718
HGNC:21606	NM_016098	NP_057182	ENST00000360961	MPC1	51660	ENSG00000060762
HGNC:82	NM_001607	NP_001598	ENST00000333167	ACAA1	30	ENSG00000060971
HGNC:976	NM_005504	NP_005495	ENST00000261192	BCAT1	586	ENSG00000060982
HGNC:14067	NM_015401	NP_056216	ENST00000080059	HDAC7	51564	ENSG00000061273
HGNC:13861	NM_021020	NP_066300	ENST00000381569	LZTS1	11178	ENSG00000061337
HGNC:9350	NM_001136239	NP_001129711	ENST00000407847	PRDM6	93166	ENSG00000061455
HGNC:11214	NM_003116	NP_003107	ENST00000374273	SPAG4	6676	ENSG00000061656
HGNC:7666	NM_013436	NP_038464	ENST00000361354	NCKAP1	10787	ENSG00000061676
HGNC:16635	NM_021821	NP_068593	ENST00000081029	MRPS35	60488	ENSG00000061794
HGNC:29177	NM_015026	NP_055841	ENST00000393630	MON2	23041	ENSG00000061987
HGNC:1762	NM_001793	NP_001784	ENST00000264012	CDH3	1001	ENSG00000062038
HGNC:721	NM_001201539	NP_001188468	ENST00000381127	ARSF	416	ENSG00000062096
HGNC:29520	NM_022913	NP_075064	ENST00000506184	GPBP1	65056	ENSG00000062194
HGNC:16940	NM_032564	NP_115953	ENST00000228027	DGAT2	84649	ENSG00000062282
HGNC:2422	NM_004077	NP_004068	ENST00000351328	CS	1431	ENSG00000062485
HGNC:6721	NM_002344	NP_002335	ENST00000263800	LTK	4058	ENSG00000062524
HGNC:14510	NM_032014	NP_114403	ENST00000317534	MRPS24	64951	ENSG00000062582
HGNC:17233	NM_133171	NP_573403	ENST00000290246	ELMO2	63916	ENSG00000062598
HGNC:23293	NM_015045	NP_055860	ENST00000298767	WAPL	23063	ENSG00000062650
HGNC:29559	NM_030938	NP_112200	ENST00000262291	VMP1	81671	ENSG00000062716
HGNC:622	NM_006380	NP_006371	ENST00000083182	APPBP2	10513	ENSG00000062725
HGNC:13622	NM_014037	NP_054756	ENST00000335875	SLC6A16	28968	ENSG00000063127
HGNC:18859	NM_020126	NP_064511	ENST00000245222	SPHK2	56848	ENSG00000063176
HGNC:10310	NM_000979	NP_000970	ENST00000549920	RPL18	6141	ENSG00000063177
HGNC:1370	NM_001217	NP_001208	ENST00000084798	CA11	770	ENSG00000063180
HGNC:26278	NM_001136201	NP_001129673	ENST00000425675	ISOC2	79763	ENSG00000063241
HGNC:23074	NM_017592	NP_060062	ENST00000315588	MED29	55588	ENSG00000063322
HGNC:7449	NM_001306144	NP_001293073	ENST00000445323	MTMR1	8776	ENSG00000063601
HGNC:4449	NM_002081	NP_002072	ENST00000264039	GPC1	2817	ENSG00000063660
HGNC:19038	NM_020421	NP_065154	ENST00000238561	ADCK1	57143	ENSG00000063761
HGNC:4805	NM_005326	NP_005317	ENST00000397356	HAGH	3029	ENSG00000063854
HGNC:10067	NM_002938	NP_002929	ENST00000314289	RNF4	6047	ENSG00000063978
HGNC:29191	NM_001330672	NP_001317601	ENST00000503057	LIMCH1	22998	ENSG00000064042
HGNC:20174	NM_018164	NP_060634	ENST00000261191	INTS13	55726	ENSG00000064102
HGNC:23049	NM_016551	NP_057635	ENST00000343028	TM7SF3	51768	ENSG00000064115
HGNC:2916	NM_005220	NP_005211	ENST00000434704	DLX3	1747	ENSG00000064195
HGNC:13909	NM_021240	NP_067063	ENST00000190165	DMRT3	58524	ENSG00000064218
HGNC:7809	NM_002507	NP_002498	ENST00000172229	NGFR	4804	ENSG00000064300
HGNC:11536	NM_003184	NP_003175	ENST00000378164	TAF2	6873	ENSG00000064313
HGNC:14402	NM_022740	NP_073577	ENST00000406875	HIPK2	28996	ENSG00000064393
HGNC:9987	NM_003721	NP_003712	ENST00000303088	RFXANK	8625	ENSG00000064490
HGNC:26020	NM_017814	NP_060284	ENST00000162044	TMEM161A	54929	ENSG00000064545
HGNC:18641	NM_001017392	NP_001017392	ENST00000452918	SUGP2	10147	ENSG00000064607
HGNC:10911	NM_001046	NP_001037	ENST00000262461	SLC12A2	6558	ENSG00000064651
HGNC:21533	NM_014035	NP_054754	ENST00000261369	SNX24	28966	ENSG00000064652
HGNC:3520	NM_005244	NP_005235	ENST00000327619	EYA2	2139	ENSG00000064655
HGNC:2156	NM_004368	NP_004359	ENST00000263097	CNN2	1265	ENSG00000064666
HGNC:11139	NM_005460	NP_005451	ENST00000261368	SNCAIP	9627	ENSG00000064692
HGNC:2743	NM_007204	NP_009135	ENST00000369702	DDX20	11218	ENSG00000064703
HGNC:1120	NM_025238	NP_079514	ENST00000261721	BTBD1	53339	ENSG00000064726
HGNC:25531	NM_001271783	NP_001258712	ENST00000536681	FAR2	55711	ENSG00000064763
HGNC:1933	NM_004000	NP_003991	ENST00000369748	CHI3L2	1117	ENSG00000064886
HGNC:29158	NM_014963	NP_055778	ENST00000361757	SBNO2	22904	ENSG00000064932
HGNC:5002	NM_006339	NP_006330	ENST00000333651	HMG20B	10362	ENSG00000064961
HGNC:16709	NM_005795	NP_005786	ENST00000392370	CALCRL	10203	ENSG00000064989
HGNC:11544	NM_005643	NP_005634	ENST00000361288	TAF11	6882	ENSG00000064995
HGNC:20961	NM_015245	NP_056060	ENST00000360359	ANKS1A	23294	ENSG00000064999
HGNC:13149	NM_003427	NP_003418	ENST00000373953	ZNF76	7629	ENSG00000065029
HGNC:11076	NM_001130012	NP_001123484	ENST00000424542	SLC9A3R2	9351	ENSG00000065054
HGNC:8028	NM_002528	NP_002519	ENST00000651570	NTHL1	4913	ENSG00000065057
HGNC:21216	NM_017754	NP_060224	ENST00000192788	UHRF1BP1	54887	ENSG00000065060
HGNC:6402	NM_002271	NP_002262	ENST00000651721	IPO5	3843	ENSG00000065150
HGNC:12755	NM_006784	NP_006775	ENST00000349139	WDR3	10885	ENSG00000065183
HGNC:9406	NM_006256	NP_006247	ENST00000370521	PKN2	5586	ENSG00000065243
